quarter,personal_characteristics,position_begin,position_end,number_of_persons
2010-3,Job level: middle,employed,unemployed,29
2010-3,Job level: middle,employed,non labourforce,43
2010-3,Job level: middle,unemployed,TOTAL,24
2010-3,Job level: middle,unemployed,employed,24
2010-3,Job level: middle,unemployed,unemployed,
2010-3,Job level: middle,unemployed,non labourforce,
2010-3,Job level: middle,non labourforce,TOTAL,37
2010-3,Job level: middle,non labourforce,employed,37
2010-3,Job level: middle,non labourforce,unemployed,
2010-3,Job level: middle,non labourforce,non labourforce,
2010-3,Job level: higher,TOTAL,TOTAL,1689
2010-3,Job level: higher,TOTAL,employed,1664
2010-3,Job level: higher,TOTAL,unemployed,10
2010-3,Job level: higher,TOTAL,non labourforce,16
2010-3,Job level: higher,employed,TOTAL,1660
2010-3,Job level: higher,employed,employed,1634
2010-3,Job level: higher,employed,unemployed,10
2010-3,Job level: higher,employed,non labourforce,16
2010-3,Job level: higher,unemployed,TOTAL,15
2010-3,Job level: higher,unemployed,employed,15
2010-3,Job level: higher,unemployed,unemployed,
2010-3,Job level: higher,unemployed,non labourforce,
2010-3,Job level: higher,non labourforce,TOTAL,15
2010-3,Job level: higher,non labourforce,employed,15
2010-3,Job level: higher,non labourforce,unemployed,
2010-3,Job level: higher,non labourforce,non labourforce,
2010-3,Job level: scientific,TOTAL,TOTAL,731
2010-3,Job level: scientific,TOTAL,employed,723
2010-3,Job level: scientific,TOTAL,unemployed,2
2010-3,Job level: scientific,TOTAL,non labourforce,6
2010-3,Job level: scientific,employed,TOTAL,717
2010-3,Job level: scientific,employed,employed,709
2010-3,Job level: scientific,employed,unemployed,2
2010-3,Job level: scientific,employed,non labourforce,6
2010-3,Job level: scientific,unemployed,TOTAL,6
2010-3,Job level: scientific,unemployed,employed,6
2010-3,Job level: scientific,unemployed,unemployed,
2010-3,Job level: scientific,unemployed,non labourforce,
2010-3,Job level: scientific,non labourforce,TOTAL,8
2010-3,Job level: scientific,non labourforce,employed,8
2010-3,Job level: scientific,non labourforce,unemployed,
2010-3,Job level: scientific,non labourforce,non labourforce,
2010-4,TOTAL,TOTAL,TOTAL,11020
2010-4,TOTAL,TOTAL,employed,7359
2010-4,TOTAL,TOTAL,unemployed,418
2010-4,TOTAL,TOTAL,non labourforce,3244
2010-4,TOTAL,employed,TOTAL,7426
2010-4,TOTAL,employed,employed,7155
2010-4,TOTAL,employed,unemployed,100
2010-4,TOTAL,employed,non labourforce,172
2010-4,TOTAL,unemployed,TOTAL,390
2010-4,TOTAL,unemployed,employed,80
2010-4,TOTAL,unemployed,unemployed,198
2010-4,TOTAL,unemployed,non labourforce,111
2010-4,TOTAL,non labourforce,TOTAL,3205
2010-4,TOTAL,non labourforce,employed,124
2010-4,TOTAL,non labourforce,unemployed,120
2010-4,TOTAL,non labourforce,non labourforce,2961
2010-4,Gender: male,TOTAL,TOTAL,5532
2010-4,Gender: male,TOTAL,employed,4112
2010-4,Gender: male,TOTAL,unemployed,206
2010-4,Gender: male,TOTAL,non labourforce,1215
2010-4,Gender: male,employed,TOTAL,4146
2010-4,Gender: male,employed,employed,4013
2010-4,Gender: male,employed,unemployed,61
2010-4,Gender: male,employed,non labourforce,73
2010-4,Gender: male,unemployed,TOTAL,193
2010-4,Gender: male,unemployed,employed,45
2010-4,Gender: male,unemployed,unemployed,99
2010-4,Gender: male,unemployed,non labourforce,50
2010-4,Gender: male,non labourforce,TOTAL,1193
2010-4,Gender: male,non labourforce,employed,55
2010-4,Gender: male,non labourforce,unemployed,46
2010-4,Gender: male,non labourforce,non labourforce,1092
2010-4,Gender: female,TOTAL,TOTAL,5488
2010-4,Gender: female,TOTAL,employed,3247
2010-4,Gender: female,TOTAL,unemployed,212
2010-4,Gender: female,TOTAL,non labourforce,2029
2010-4,Gender: female,employed,TOTAL,3280
2010-4,Gender: female,employed,employed,3142
2010-4,Gender: female,employed,unemployed,39
2010-4,Gender: female,employed,non labourforce,99
2010-4,Gender: female,unemployed,TOTAL,197
2010-4,Gender: female,unemployed,employed,36
2010-4,Gender: female,unemployed,unemployed,99
2010-4,Gender: female,unemployed,non labourforce,61
2010-4,Gender: female,non labourforce,TOTAL,2012
2010-4,Gender: female,non labourforce,employed,69
2010-4,Gender: female,non labourforce,unemployed,74
2010-4,Gender: female,non labourforce,non labourforce,1869
2010-4,Age: 15-25 years,TOTAL,TOTAL,2009
2010-4,Age: 15-25 years,TOTAL,employed,741
2010-4,Age: 15-25 years,TOTAL,unemployed,92
2010-4,Age: 15-25 years,TOTAL,non labourforce,1175
2010-4,Age: 15-25 years,employed,TOTAL,741
2010-4,Age: 15-25 years,employed,employed,649
2010-4,Age: 15-25 years,employed,unemployed,24
2010-4,Age: 15-25 years,employed,non labourforce,68
2010-4,Age: 15-25 years,unemployed,TOTAL,82
2010-4,Age: 15-25 years,unemployed,employed,22
2010-4,Age: 15-25 years,unemployed,unemployed,29
2010-4,Age: 15-25 years,unemployed,non labourforce,31
2010-4,Age: 15-25 years,non labourforce,TOTAL,1185
2010-4,Age: 15-25 years,non labourforce,employed,71
2010-4,Age: 15-25 years,non labourforce,unemployed,40
2010-4,Age: 15-25 years,non labourforce,non labourforce,1075
2010-4,Age: 25-45 years,TOTAL,TOTAL,4375
2010-4,Age: 25-45 years,TOTAL,employed,3635
2010-4,Age: 25-45 years,TOTAL,unemployed,176
2010-4,Age: 25-45 years,TOTAL,non labourforce,564
2010-4,Age: 25-45 years,employed,TOTAL,3661
2010-4,Age: 25-45 years,employed,employed,3568
2010-4,Age: 25-45 years,employed,unemployed,48
2010-4,Age: 25-45 years,employed,non labourforce,45
2010-4,Age: 25-45 years,unemployed,TOTAL,167
2010-4,Age: 25-45 years,unemployed,employed,38
2010-4,Age: 25-45 years,unemployed,unemployed,87
2010-4,Age: 25-45 years,unemployed,non labourforce,41
2010-4,Age: 25-45 years,non labourforce,TOTAL,547
2010-4,Age: 25-45 years,non labourforce,employed,29
2010-4,Age: 25-45 years,non labourforce,unemployed,41
2010-4,Age: 25-45 years,non labourforce,non labourforce,478
2010-4,Age: 45-65 years,TOTAL,TOTAL,4637
2010-4,Age: 45-65 years,TOTAL,employed,2982
2010-4,Age: 45-65 years,TOTAL,unemployed,149
2010-4,Age: 45-65 years,TOTAL,non labourforce,1505
2010-4,Age: 45-65 years,employed,TOTAL,3024
2010-4,Age: 45-65 years,employed,employed,2937
2010-4,Age: 45-65 years,employed,unemployed,28
2010-4,Age: 45-65 years,employed,non labourforce,59
2010-4,Age: 45-65 years,unemployed,TOTAL,141
2010-4,Age: 45-65 years,unemployed,employed,21
2010-4,Age: 45-65 years,unemployed,unemployed,82
2010-4,Age: 45-65 years,unemployed,non labourforce,39
2010-4,Age: 45-65 years,non labourforce,TOTAL,1472
2010-4,Age: 45-65 years,non labourforce,employed,24
2010-4,Age: 45-65 years,non labourforce,unemployed,39
2010-4,Age: 45-65 years,non labourforce,non labourforce,1408
2010-4,Education level: lower,TOTAL,TOTAL,3477
2010-4,Education level: lower,TOTAL,employed,1657
2010-4,Education level: lower,TOTAL,unemployed,148
2010-4,Education level: lower,TOTAL,non labourforce,1672
2010-4,Education level: lower,employed,TOTAL,1686
2010-4,Education level: lower,employed,employed,1589
2010-4,Education level: lower,employed,unemployed,36
2010-4,Education level: lower,employed,non labourforce,62
2010-4,Education level: lower,unemployed,TOTAL,135
2010-4,Education level: lower,unemployed,employed,23
2010-4,Education level: lower,unemployed,unemployed,62
2010-4,Education level: lower,unemployed,non labourforce,50
2010-4,Education level: lower,non labourforce,TOTAL,1655
2010-4,Education level: lower,non labourforce,employed,45
2010-4,Education level: lower,non labourforce,unemployed,50
2010-4,Education level: lower,non labourforce,non labourforce,1560
2010-4,Education level: middle,TOTAL,TOTAL,4405
2010-4,Education level: middle,TOTAL,employed,3102
2010-4,Education level: middle,TOTAL,unemployed,168
2010-4,Education level: middle,TOTAL,non labourforce,1136
2010-4,Education level: middle,employed,TOTAL,3129
2010-4,Education level: middle,employed,employed,3013
2010-4,Education level: middle,employed,unemployed,41
2010-4,Education level: middle,employed,non labourforce,75
2010-4,Education level: middle,unemployed,TOTAL,153
2010-4,Education level: middle,unemployed,employed,32
2010-4,Education level: middle,unemployed,unemployed,81
2010-4,Education level: middle,unemployed,non labourforce,40
2010-4,Education level: middle,non labourforce,TOTAL,1123
2010-4,Education level: middle,non labourforce,employed,57
2010-4,Education level: middle,non labourforce,unemployed,46
2010-4,Education level: middle,non labourforce,non labourforce,1020
2010-4,Education level: higher,TOTAL,TOTAL,3043
2010-4,Education level: higher,TOTAL,employed,2531
2010-4,Education level: higher,TOTAL,unemployed,97
2010-4,Education level: higher,TOTAL,non labourforce,415
2010-4,Education level: higher,employed,TOTAL,2542
2010-4,Education level: higher,employed,employed,2486
2010-4,Education level: higher,employed,unemployed,22
2010-4,Education level: higher,employed,non labourforce,34
2010-4,Education level: higher,unemployed,TOTAL,96
2010-4,Education level: higher,unemployed,employed,24
2010-4,Education level: higher,unemployed,unemployed,53
2010-4,Education level: higher,unemployed,non labourforce,20
2010-4,Education level: higher,non labourforce,TOTAL,405
2010-4,Education level: higher,non labourforce,employed,20
2010-4,Education level: higher,non labourforce,unemployed,23
2010-4,Education level: higher,non labourforce,non labourforce,362
2010-4,Education level: unknown,TOTAL,TOTAL,95
2010-4,Education level: unknown,TOTAL,employed,69
2010-4,Education level: unknown,TOTAL,unemployed,5
2010-4,Education level: unknown,TOTAL,non labourforce,20
2010-4,Education level: unknown,employed,TOTAL,69
2010-4,Education level: unknown,employed,employed,67
2010-4,Education level: unknown,employed,unemployed,2
2010-4,Education level: unknown,employed,non labourforce,
2010-4,Education level: unknown,unemployed,TOTAL,5
2010-4,Education level: unknown,unemployed,employed,
2010-4,Education level: unknown,unemployed,unemployed,3
2010-4,Education level: unknown,unemployed,non labourforce,
2010-4,Education level: unknown,non labourforce,TOTAL,21
2010-4,Education level: unknown,non labourforce,employed,
2010-4,Education level: unknown,non labourforce,unemployed,
2010-4,Education level: unknown,non labourforce,non labourforce,18
2010-4,Job level: elementary,TOTAL,TOTAL,545
2010-4,Job level: elementary,TOTAL,employed,500
2010-4,Job level: elementary,TOTAL,unemployed,16
2010-4,Job level: elementary,TOTAL,non labourforce,29
2010-4,Job level: elementary,employed,TOTAL,509
2010-4,Job level: elementary,employed,employed,464
2010-4,Job level: elementary,employed,unemployed,16
2010-4,Job level: elementary,employed,non labourforce,29
2010-4,Job level: elementary,unemployed,TOTAL,14
2010-4,Job level: elementary,unemployed,employed,14
2010-4,Job level: elementary,unemployed,unemployed,
2010-4,Job level: elementary,unemployed,non labourforce,
2010-4,Job level: elementary,non labourforce,TOTAL,22
2010-4,Job level: elementary,non labourforce,employed,22
2010-4,Job level: elementary,non labourforce,unemployed,
2010-4,Job level: elementary,non labourforce,non labourforce,
2010-4,Job level: lower,TOTAL,TOTAL,1764
2010-4,Job level: lower,TOTAL,employed,1654
2010-4,Job level: lower,TOTAL,unemployed,39
2010-4,Job level: lower,TOTAL,non labourforce,71
2010-4,Job level: lower,employed,TOTAL,1680
2010-4,Job level: lower,employed,employed,1571
2010-4,Job level: lower,employed,unemployed,39
2010-4,Job level: lower,employed,non labourforce,71
2010-4,Job level: lower,unemployed,TOTAL,30
2010-4,Job level: lower,unemployed,employed,30
2010-4,Job level: lower,unemployed,unemployed,
2010-4,Job level: lower,unemployed,non labourforce,
2010-4,Job level: lower,non labourforce,TOTAL,54
2010-4,Job level: lower,non labourforce,employed,54
2010-4,Job level: lower,non labourforce,unemployed,
2010-4,Job level: lower,non labourforce,non labourforce,
2010-4,Job level: middle,TOTAL,TOTAL,2787
2010-4,Job level: middle,TOTAL,employed,2719
2010-4,Job level: middle,TOTAL,unemployed,27
2010-4,Job level: middle,TOTAL,non labourforce,41
2010-4,Job level: middle,employed,TOTAL,2741
2010-4,Job level: middle,employed,employed,2673
2010-4,Job level: middle,employed,unemployed,27
2010-4,Job level: middle,employed,non labourforce,41
2010-4,Job level: middle,unemployed,TOTAL,21
2010-4,Job level: middle,unemployed,employed,21
2010-4,Job level: middle,unemployed,unemployed,
2010-4,Job level: middle,unemployed,non labourforce,
2010-4,Job level: middle,non labourforce,TOTAL,24
2010-4,Job level: middle,non labourforce,employed,24
2010-4,Job level: middle,non labourforce,unemployed,
2010-4,Job level: middle,non labourforce,non labourforce,
2010-4,Job level: higher,TOTAL,TOTAL,1690
2010-4,Job level: higher,TOTAL,employed,1659
2010-4,Job level: higher,TOTAL,unemployed,10
2010-4,Job level: higher,TOTAL,non labourforce,20
2010-4,Job level: higher,employed,TOTAL,1664
2010-4,Job level: higher,employed,employed,1633
2010-4,Job level: higher,employed,unemployed,10
2010-4,Job level: higher,employed,non labourforce,20
2010-4,Job level: higher,unemployed,TOTAL,10
2010-4,Job level: higher,unemployed,employed,10
2010-4,Job level: higher,unemployed,unemployed,
2010-4,Job level: higher,unemployed,non labourforce,
2010-4,Job level: higher,non labourforce,TOTAL,16
2010-4,Job level: higher,non labourforce,employed,16
2010-4,Job level: higher,non labourforce,unemployed,
2010-4,Job level: higher,non labourforce,non labourforce,
2010-4,Job level: scientific,TOTAL,TOTAL,725
2010-4,Job level: scientific,TOTAL,employed,712
2010-4,Job level: scientific,TOTAL,unemployed,6
2010-4,Job level: scientific,TOTAL,non labourforce,7
2010-4,Job level: scientific,employed,TOTAL,717
2010-4,Job level: scientific,employed,employed,704
2010-4,Job level: scientific,employed,unemployed,6
2010-4,Job level: scientific,employed,non labourforce,7
2010-4,Job level: scientific,unemployed,TOTAL,2
2010-4,Job level: scientific,unemployed,employed,2
2010-4,Job level: scientific,unemployed,unemployed,
2010-4,Job level: scientific,unemployed,non labourforce,
2010-4,Job level: scientific,non labourforce,TOTAL,6
2010-4,Job level: scientific,non labourforce,employed,6
2010-4,Job level: scientific,non labourforce,unemployed,
2010-4,Job level: scientific,non labourforce,non labourforce,
2011-1,TOTAL,TOTAL,TOTAL,11015
2011-1,TOTAL,TOTAL,employed,7375
2011-1,TOTAL,TOTAL,unemployed,398
2011-1,TOTAL,TOTAL,non labourforce,3242
2011-1,TOTAL,employed,TOTAL,7359
2011-1,TOTAL,employed,employed,7126
2011-1,TOTAL,employed,unemployed,80
2011-1,TOTAL,employed,non labourforce,152
2011-1,TOTAL,unemployed,TOTAL,418
2011-1,TOTAL,unemployed,employed,103
2011-1,TOTAL,unemployed,unemployed,183
2011-1,TOTAL,unemployed,non labourforce,131
2011-1,TOTAL,non labourforce,TOTAL,3238
2011-1,TOTAL,non labourforce,employed,145
2011-1,TOTAL,non labourforce,unemployed,134
2011-1,TOTAL,non labourforce,non labourforce,2959
2011-1,Gender: male,TOTAL,TOTAL,5529
2011-1,Gender: male,TOTAL,employed,4127
2011-1,Gender: male,TOTAL,unemployed,192
2011-1,Gender: male,TOTAL,non labourforce,1209
2011-1,Gender: male,employed,TOTAL,4109
2011-1,Gender: male,employed,employed,4000
2011-1,Gender: male,employed,unemployed,40
2011-1,Gender: male,employed,non labourforce,69
2011-1,Gender: male,unemployed,TOTAL,212
2011-1,Gender: male,unemployed,employed,61
2011-1,Gender: male,unemployed,unemployed,96
2011-1,Gender: male,unemployed,non labourforce,54
2011-1,Gender: male,non labourforce,TOTAL,1208
2011-1,Gender: male,non labourforce,employed,66
2011-1,Gender: male,non labourforce,unemployed,56
2011-1,Gender: male,non labourforce,non labourforce,1086
2011-1,Gender: female,TOTAL,TOTAL,5486
2011-1,Gender: female,TOTAL,employed,3248
2011-1,Gender: female,TOTAL,unemployed,206
2011-1,Gender: female,TOTAL,non labourforce,2033
2011-1,Gender: female,employed,TOTAL,3250
2011-1,Gender: female,employed,employed,3127
2011-1,Gender: female,employed,unemployed,40
2011-1,Gender: female,employed,non labourforce,83
2011-1,Gender: female,unemployed,TOTAL,206
2011-1,Gender: female,unemployed,employed,42
2011-1,Gender: female,unemployed,unemployed,87
2011-1,Gender: female,unemployed,non labourforce,77
2011-1,Gender: female,non labourforce,TOTAL,2030
2011-1,Gender: female,non labourforce,employed,79
2011-1,Gender: female,non labourforce,unemployed,78
2011-1,Gender: female,non labourforce,non labourforce,1873
2011-1,Age: 15-25 years,TOTAL,TOTAL,2010
2011-1,Age: 15-25 years,TOTAL,employed,762
2011-1,Age: 15-25 years,TOTAL,unemployed,99
2011-1,Age: 15-25 years,TOTAL,non labourforce,1149
2011-1,Age: 15-25 years,employed,TOTAL,722
2011-1,Age: 15-25 years,employed,employed,642
2011-1,Age: 15-25 years,employed,unemployed,19
