"Perioden";"Persoonskenmerken";"Onderwerpen_1";"Arbeidspositie einde periode";"Waarde eenheid";"Waarde"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"5"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"11014"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"7382"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"406"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"3226"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"7499"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"7169"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"101"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"230"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"390"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"94"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"184"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"112"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3124"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"119"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"121"
"2009 3e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"2884"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5536"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4150"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"203"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1183"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4218"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4049"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"57"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"112"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"201"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"49"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"97"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"55"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1117"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"51"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"49"
"2009 3e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1016"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5478"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3233"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"202"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"2043"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3281"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3120"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"43"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"118"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"189"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"45"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"87"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"57"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2007"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"68"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"71"
"2009 3e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1868"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1998"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"790"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"91"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1117"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"857"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"692"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"25"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"140"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"101"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"31"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"29"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"40"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1041"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"66"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"37"
"2009 3e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"937"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4458"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3720"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"178"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"560"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3728"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3641"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"47"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"41"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"166"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"45"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"86"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"35"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"564"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"34"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"45"
"2009 3e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"485"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4557"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2873"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"136"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1548"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2914"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2836"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"29"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"49"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"124"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"17"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"69"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"37"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1519"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"19"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"38"
"2009 3e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1462"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3423"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1646"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"144"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1633"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1702"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1579"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"31"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"91"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"137"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"27"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"63"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"47"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1585"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"40"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"50"
"2009 3e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1495"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4477"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3170"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"171"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1137"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3219"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3075"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"44"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"100"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"157"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"38"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"76"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"42"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1101"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"56"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"51"
"2009 3e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"995"
"2009 3e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3029"
"2009 3e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2508"
"2009 3e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"86"
"2009 3e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"435"
"2009 3e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2518"
"2009 3e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2460"
